fold_id,threshold,accuracy,balanced_accuracy,macro_precision,macro_recall,macro_f1,weighted_f1,class_-1_precision,class_-1_recall,class_-1_f1,class_0_precision,class_0_recall,class_0_f1,class_1_precision,class_1_recall,class_1_f1,true_down_rate,true_neutral_rate,true_up_rate,pred_down_rate,pred_neutral_rate,pred_up_rate,train_size,test_size,train_start,train_end,test_start,test_end,model,total_return,annual_return,annual_volatility,sharpe,max_drawdown,trades,turnover,avg_position,exposure_rate,no_trade_rate
8,0.001,0.4048,0.3437,0.3509,0.3437,0.3446,0.4041,0.3137,0.381,0.3441,0.2143,0.1579,0.1818,0.5246,0.4923,0.5079,0.3333,0.1508,0.5159,0.4048,0.1111,0.4841,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,DummyStratified,0.0745,0.1461,0.0704,2.077,-0.024,62,0.4921,0.4841,0.4841,0.5159
8,0.001,0.1587,0.3385,0.384,0.3385,0.0981,0.0554,0.0,0.0,0.0,0.152,1.0,0.2639,1.0,0.0154,0.0303,0.3333,0.1508,0.5159,0.0,0.9921,0.0079,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,LogisticRegression,0.0151,0.0302,0.022,1.3733,-0.0005,2,0.0159,0.0079,0.0079,0.9921
8,0.001,0.4286,0.3343,0.3627,0.3343,0.3253,0.4103,0.3019,0.381,0.3368,0.25,0.0526,0.087,0.5362,0.5692,0.5522,0.3333,0.1508,0.5159,0.4206,0.0317,0.5476,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,RandomForestClassifier,0.04,0.0813,0.0749,1.085,-0.0353,49,0.3889,0.5476,0.5476,0.4524
8,0.001,0.4762,0.3863,0.3238,0.3863,0.343,0.4395,0.4,0.6667,0.5,0.0,0.0,0.0,0.5714,0.4923,0.5289,0.3333,0.1508,0.5159,0.5556,0.0,0.4444,1508,126,2015-03-30,2021-03-24,2021-03-25,2021-09-22,GradientBoostingClassifier,0.117,0.2233,0.0608,3.6711,-0.0146,50,0.3968,0.4444,0.4444,0.5556
9,0.001,0.4841,0.3333,0.1614,0.3333,0.2175,0.3158,0.0,0.0,0.0,0.0,0.0,0.0,0.4841,1.0,0.6524,0.4444,0.0714,0.4841,0.0,0.0,1.0,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,DummyMostFrequent,0.0227,0.0612,0.1802,0.3395,-0.1287,1,0.0079,1.0,1.0,0.0
9,0.001,0.4048,0.2889,0.3012,0.2889,0.2948,0.4126,0.4118,0.375,0.3925,0.0,0.0,0.0,0.4918,0.4918,0.4918,0.4444,0.0714,0.4841,0.4048,0.1111,0.4841,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,DummyStratified,-0.0484,-0.0925,0.1163,-0.7953,-0.1393,62,0.4921,0.4841,0.4841,0.5159
9,0.001,0.2143,0.4001,0.1893,0.4001,0.1816,0.1942,0.0,0.0,0.0,0.093,0.8889,0.1684,0.475,0.3115,0.3762,0.4444,0.0714,0.4841,0.0,0.6825,0.3175,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,LogisticRegression,0.0422,0.0916,0.1335,0.6857,-0.0902,1,0.0079,0.3175,0.3175,0.6825
9,0.001,0.373,0.2661,0.2545,0.2661,0.2601,0.3643,0.3393,0.3393,0.3393,0.0,0.0,0.0,0.4242,0.459,0.4409,0.4444,0.0714,0.4841,0.4444,0.0317,0.5238,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,RandomForestClassifier,-0.0492,-0.0906,0.1437,-0.6305,-0.1163,45,0.3571,0.5238,0.5238,0.4762
9,0.001,0.4444,0.3221,0.3096,0.3221,0.3076,0.4274,0.4177,0.5893,0.4889,0.0,0.0,0.0,0.5111,0.377,0.434,0.4444,0.0714,0.4841,0.627,0.0159,0.3571,1634,126,2015-03-30,2021-09-22,2021-09-23,2022-03-23,GradientBoostingClassifier,0.0516,0.1085,0.1254,0.8652,-0.0692,17,0.1349,0.3571,0.3571,0.6429
10,0.001,0.4444,0.3333,0.1481,0.3333,0.2051,0.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,1.0,0.6154,0.5,0.0556,0.4444,0.0,0.0,1.0,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,DummyMostFrequent,-0.1767,-0.3578,0.2478,-1.4437,-0.2056,1,0.0079,1.0,1.0,0.0
10,0.001,0.4603,0.3254,0.3479,0.3254,0.3348,0.4754,0.5769,0.4762,0.5217,0.0,0.0,0.0,0.4667,0.5,0.4828,0.5,0.0556,0.4444,0.4127,0.1111,0.4762,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,DummyStratified,-0.0387,-0.0637,0.1747,-0.3646,-0.0816,62,0.4921,0.4762,0.4762,0.5238
10,0.001,0.3571,0.3512,0.1715,0.3512,0.2246,0.2575,0.0,0.0,0.0,0.0667,0.2857,0.1081,0.4479,0.7679,0.5658,0.5,0.0556,0.4444,0.0,0.2381,0.7619,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,LogisticRegression,-0.1406,-0.278,0.2224,-1.2496,-0.2056,3,0.0238,0.7619,0.7619,0.2381
10,0.001,0.4683,0.3313,0.3127,0.3313,0.3211,0.455,0.4918,0.4762,0.4839,0.0,0.0,0.0,0.4462,0.5179,0.4793,0.5,0.0556,0.4444,0.4841,0.0,0.5159,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,RandomForestClassifier,-0.1584,-0.3297,0.1732,-1.9035,-0.1727,47,0.373,0.5159,0.5159,0.4841
10,0.001,0.4603,0.3386,0.3176,0.3386,0.2779,0.3839,0.5,0.1587,0.241,0.0,0.0,0.0,0.4528,0.8571,0.5926,0.5,0.0556,0.4444,0.1587,0.0,0.8413,1760,126,2015-03-30,2022-03-23,2022-03-24,2022-09-22,GradientBoostingClassifier,-0.2179,-0.463,0.2364,-1.9587,-0.2363,31,0.246,0.8413,0.8413,0.1587
11,0.001,0.4444,0.3333,0.1481,0.3333,0.2051,0.2735,0.0,0.0,0.0,0.0,0.0,0.0,0.4444,1.0,0.6154,0.5079,0.0476,0.4444,0.0,0.0,1.0,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,DummyMostFrequent,0.0861,0.1883,0.2153,0.8743,-0.0754,1,0.0079,1.0,1.0,0.0
11,0.001,0.3889,0.3227,0.3116,0.3227,0.3098,0.3987,0.4808,0.3906,0.431,0.0769,0.1667,0.1053,0.377,0.4107,0.3932,0.5079,0.0476,0.4444,0.4127,0.1032,0.4841,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,DummyStratified,-0.0424,-0.0771,0.1384,-0.557,-0.1108,62,0.4921,0.4841,0.4841,0.5159
11,0.001,0.4444,0.311,0.2967,0.311,0.3032,0.4345,0.4839,0.4688,0.4762,0.0,0.0,0.0,0.4062,0.4643,0.4333,0.5079,0.0476,0.4444,0.4921,0.0,0.5079,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,LogisticRegression,-0.0641,-0.124,0.1295,-0.9577,-0.0759,6,0.0476,0.5079,0.5079,0.4921
11,0.001,0.4921,0.3385,0.3274,0.3385,0.3297,0.4763,0.5256,0.6406,0.5775,0.0,0.0,0.0,0.4565,0.375,0.4118,0.5079,0.0476,0.4444,0.619,0.0159,0.3651,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,RandomForestClassifier,-0.0147,-0.0229,0.1157,-0.1983,-0.0845,32,0.254,0.3651,0.3651,0.6349
11,0.001,0.5238,0.3795,0.3838,0.3795,0.3383,0.4762,0.6667,0.2812,0.3956,0.0,0.0,0.0,0.4848,0.8571,0.6194,0.5079,0.0476,0.4444,0.2143,0.0,0.7857,1886,126,2015-03-30,2022-09-22,2022-09-23,2023-03-24,GradientBoostingClassifier,0.1387,0.2785,0.1939,1.4366,-0.0552,37,0.2937,0.7857,0.7857,0.2143
12,0.001,0.4524,0.3333,0.1508,0.3333,0.2077,0.2818,0.0,0.0,0.0,0.0,0.0,0.0,0.4524,1.0,0.623,0.4286,0.119,0.4524,0.0,0.0,1.0,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,DummyMostFrequent,0.0814,0.1632,0.1159,1.4078,-0.0664,1,0.0079,1.0,1.0,0.0
12,0.001,0.3175,0.2394,0.2326,0.2394,0.2359,0.3125,0.3208,0.3148,0.3178,0.0,0.0,0.0,0.377,0.4035,0.3898,0.4286,0.119,0.4524,0.4206,0.0952,0.4841,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,DummyStratified,-0.0495,-0.0977,0.087,-1.1222,-0.0857,64,0.5079,0.4841,0.4841,0.5159
12,0.001,0.4286,0.3333,0.1429,0.3333,0.2,0.2571,0.4286,1.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.4286,0.119,0.4524,1.0,0.0,0.0,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
12,0.001,0.3651,0.2925,0.2925,0.2925,0.2925,0.3651,0.4,0.4074,0.4037,0.0667,0.0667,0.0667,0.4107,0.4035,0.4071,0.4286,0.119,0.4524,0.4365,0.119,0.4444,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,RandomForestClassifier,-0.0323,-0.0627,0.0754,-0.8323,-0.0582,57,0.4524,0.4444,0.4444,0.5556
12,0.001,0.4603,0.3434,0.3007,0.3434,0.2993,0.3988,0.4333,0.2407,0.3095,0.0,0.0,0.0,0.4688,0.7895,0.5882,0.4286,0.119,0.4524,0.2381,0.0,0.7619,2012,126,2015-03-30,2023-03-24,2023-03-27,2023-09-25,GradientBoostingClassifier,0.0569,0.1162,0.1044,1.1131,-0.0634,25,0.1984,0.7619,0.7619,0.2381
13,0.001,0.5159,0.3333,0.172,0.3333,0.2269,0.3511,0.0,0.0,0.0,0.0,0.0,0.0,0.5159,1.0,0.6806,0.3333,0.1508,0.5159,0.0,0.0,1.0,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,DummyMostFrequent,0.2366,0.4316,0.1138,3.792,-0.0588,1,0.0079,1.0,1.0,0.0
13,0.001,0.4286,0.3619,0.376,0.3619,0.3637,0.4269,0.3208,0.4048,0.3579,0.25,0.1579,0.1935,0.5574,0.5231,0.5397,0.3333,0.1508,0.5159,0.4206,0.0952,0.4841,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,DummyStratified,0.0757,0.1484,0.0704,2.1091,-0.0321,64,0.5079,0.4841,0.4841,0.5159
13,0.001,0.3333,0.3333,0.1111,0.3333,0.1667,0.1667,0.3333,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.3333,0.1508,0.5159,1.0,0.0,0.0,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
13,0.001,0.254,0.2603,0.249,0.2603,0.2225,0.2328,0.2763,0.5,0.3559,0.1071,0.1579,0.1277,0.3636,0.1231,0.1839,0.3333,0.1508,0.5159,0.6032,0.2222,0.1746,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,RandomForestClassifier,0.0055,0.0122,0.0524,0.2337,-0.0309,22,0.1746,0.1746,0.1746,0.8254
13,0.001,0.3175,0.2878,0.3153,0.2878,0.2515,0.2872,0.2841,0.5952,0.3846,0.25,0.0526,0.087,0.4118,0.2154,0.2828,0.3333,0.1508,0.5159,0.6984,0.0317,0.2698,2138,126,2015-03-30,2023-09-25,2023-09-26,2024-03-26,GradientBoostingClassifier,-0.0115,-0.0208,0.0684,-0.3046,-0.0651,20,0.1587,0.2698,0.2698,0.7302
14,0.001,0.5238,0.3333,0.1746,0.3333,0.2292,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.5238,1.0,0.6875,0.3651,0.1111,0.5238,0.0,0.0,1.0,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,DummyMostFrequent,0.1003,0.2,0.1331,1.5024,-0.0841,1,0.0079,1.0,1.0,0.0
14,0.001,0.4365,0.3923,0.3983,0.3923,0.3944,0.4392,0.3462,0.3913,0.3673,0.3077,0.2857,0.2963,0.541,0.5,0.5197,0.3651,0.1111,0.5238,0.4127,0.1032,0.4841,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,DummyStratified,-0.0003,0.003,0.0853,0.035,-0.0465,62,0.4921,0.4841,0.4841,0.5159
14,0.001,0.3651,0.3333,0.1217,0.3333,0.1783,0.1953,0.3651,1.0,0.5349,0.0,0.0,0.0,0.0,0.0,0.0,0.3651,0.1111,0.5238,1.0,0.0,0.0,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
14,0.001,0.3889,0.3333,0.3328,0.3333,0.3267,0.3918,0.3548,0.4783,0.4074,0.1333,0.1429,0.1379,0.5102,0.3788,0.4348,0.3651,0.1111,0.5238,0.4921,0.119,0.3889,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,RandomForestClassifier,-0.003,-0.003,0.078,-0.039,-0.0522,26,0.2063,0.3889,0.3889,0.6111
14,0.001,0.4048,0.3256,0.2863,0.3256,0.2862,0.3722,0.3827,0.6739,0.4882,0.0,0.0,0.0,0.4762,0.303,0.3704,0.3651,0.1111,0.5238,0.6429,0.0238,0.3333,2264,126,2015-03-30,2024-03-26,2024-03-27,2024-09-25,GradientBoostingClassifier,0.0016,0.0063,0.0793,0.0798,-0.0626,26,0.2063,0.3333,0.3333,0.6667
15,0.001,0.4762,0.3333,0.1587,0.3333,0.2151,0.3072,0.0,0.0,0.0,0.0,0.0,0.0,0.4762,1.0,0.6452,0.4048,0.119,0.4762,0.0,0.0,1.0,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,DummyMostFrequent,-0.0168,-0.0236,0.1434,-0.1645,-0.1004,1,0.0079,1.0,1.0,0.0
15,0.001,0.3889,0.3085,0.3069,0.3085,0.3075,0.3861,0.3846,0.3922,0.3883,0.0769,0.0667,0.0714,0.459,0.4667,0.4628,0.4048,0.119,0.4762,0.4127,0.1032,0.4841,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,DummyStratified,-0.0022,0.0005,0.0998,0.0049,-0.0549,62,0.4921,0.4841,0.4841,0.5159
15,0.001,0.4048,0.3333,0.1349,0.3333,0.1921,0.2333,0.4048,1.0,0.5763,0.0,0.0,0.0,0.0,0.0,0.0,0.4048,0.119,0.4762,1.0,0.0,0.0,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
15,0.001,0.3095,0.251,0.2504,0.251,0.2506,0.3095,0.3396,0.3529,0.3462,0.0667,0.0667,0.0667,0.3448,0.3333,0.339,0.4048,0.119,0.4762,0.4206,0.119,0.4603,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,RandomForestClassifier,-0.112,-0.2337,0.0872,-2.6808,-0.1292,46,0.3651,0.4603,0.4603,0.5397
15,0.001,0.4762,0.352,0.3116,0.352,0.3272,0.4391,0.4222,0.3725,0.3958,0.0,0.0,0.0,0.5125,0.6833,0.5857,0.4048,0.119,0.4762,0.3571,0.0079,0.6349,2390,126,2015-03-30,2024-09-25,2024-09-26,2025-03-28,GradientBoostingClassifier,-0.009,-0.011,0.1187,-0.0931,-0.0559,41,0.3254,0.6349,0.6349,0.3651
16,0.001,0.5238,0.3333,0.1746,0.3333,0.2292,0.3601,0.0,0.0,0.0,0.0,0.0,0.0,0.5238,1.0,0.6875,0.3413,0.1349,0.5238,0.0,0.0,1.0,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,DummyMostFrequent,0.1971,0.3868,0.2328,1.6617,-0.1205,1,0.0079,1.0,1.0,0.0
16,0.001,0.3571,0.3061,0.3187,0.3061,0.3101,0.3596,0.25,0.3023,0.2737,0.2308,0.1765,0.2,0.4754,0.4394,0.4567,0.3413,0.1349,0.5238,0.4127,0.1032,0.4841,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,DummyStratified,-0.0607,-0.1131,0.1541,-0.734,-0.1395,62,0.4921,0.4841,0.4841,0.5159
16,0.001,0.3413,0.3333,0.1138,0.3333,0.1696,0.1737,0.3413,1.0,0.5089,0.0,0.0,0.0,0.0,0.0,0.0,0.3413,0.1349,0.5238,1.0,0.0,0.0,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
16,0.001,0.3492,0.3819,0.3708,0.3819,0.3438,0.361,0.2712,0.3721,0.3137,0.2353,0.4706,0.3137,0.6061,0.303,0.404,0.3413,0.1349,0.5238,0.4683,0.2698,0.2619,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,RandomForestClassifier,-0.0514,-0.0978,0.1216,-0.8049,-0.1124,43,0.3413,0.2619,0.2619,0.7381
16,0.001,0.4286,0.3791,0.4386,0.3791,0.3318,0.3906,0.3696,0.7907,0.5037,0.3333,0.0588,0.1,0.6129,0.2879,0.3918,0.3413,0.1349,0.5238,0.7302,0.0238,0.246,2516,126,2015-03-30,2025-03-28,2025-03-31,2025-09-29,GradientBoostingClassifier,0.1101,0.2159,0.1167,1.8494,-0.0739,22,0.1746,0.246,0.246,0.754
0,0.002,0.2937,0.3333,0.0979,0.3333,0.1513,0.1333,0.0,0.0,0.0,0.0,0.0,0.0,0.2937,1.0,0.454,0.1667,0.5397,0.2937,0.0,0.0,1.0,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,DummyMostFrequent,0.0756,0.1484,0.0725,2.0467,-0.0208,1,0.0079,1.0,1.0,0.0
0,0.002,0.3333,0.3374,0.3571,0.3374,0.3161,0.3519,0.15,0.2857,0.1967,0.625,0.2941,0.4,0.2963,0.4324,0.3516,0.1667,0.5397,0.2937,0.3175,0.254,0.4286,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,DummyStratified,0.0041,0.0092,0.0454,0.2035,-0.0283,62,0.4921,0.4286,0.4286,0.5714
0,0.002,0.5397,0.3333,0.1799,0.3333,0.2337,0.3783,0.0,0.0,0.0,0.5397,1.0,0.701,0.0,0.0,0.0,0.1667,0.5397,0.2937,0.0,1.0,0.0,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,LogisticRegression,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0
0,0.002,0.4921,0.4054,0.4302,0.4054,0.3893,0.4625,0.2593,0.3333,0.2917,0.5698,0.7206,0.6364,0.4615,0.1622,0.24,0.1667,0.5397,0.2937,0.2143,0.6825,0.1032,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,RandomForestClassifier,0.0154,0.0306,0.0171,1.7967,-0.0071,24,0.1905,0.1032,0.1032,0.8968
0,0.002,0.3651,0.3955,0.3798,0.3955,0.3551,0.3794,0.2115,0.5238,0.3014,0.575,0.3382,0.4259,0.3529,0.3243,0.338,0.1667,0.5397,0.2937,0.4127,0.3175,0.2698,500,126,2015-03-30,2017-03-22,2017-03-23,2017-09-20,GradientBoostingClassifier,0.0255,0.0512,0.0418,1.225,-0.019,44,0.3492,0.2698,0.2698,0.7302
1,0.002,0.3651,0.3333,0.1217,0.3333,0.1783,0.1953,0.0,0.0,0.0,0.0,0.0,0.0,0.3651,1.0,0.5349,0.2381,0.3968,0.3651,0.0,0.0,1.0,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,DummyMostFrequent,0.0437,0.0948,0.1357,0.6986,-0.101,1,0.0079,1.0,1.0,0.0
1,0.002,0.2619,0.2559,0.2573,0.2559,0.2525,0.2617,0.1667,0.2,0.1818,0.3143,0.22,0.2588,0.2909,0.3478,0.3168,0.2381,0.3968,0.3651,0.2857,0.2778,0.4365,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,DummyStratified,0.0021,0.0066,0.0699,0.095,-0.0549,59,0.4683,0.4365,0.4365,0.5635
1,0.002,0.4286,0.3834,0.4099,0.3834,0.2996,0.321,0.2778,0.1667,0.2083,0.4519,0.94,0.6104,0.5,0.0435,0.08,0.2381,0.3968,0.3651,0.1429,0.8254,0.0317,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,LogisticRegression,-0.0233,-0.0454,0.0593,-0.7649,-0.0437,4,0.0317,0.0317,0.0317,0.9683
1,0.002,0.4365,0.3719,0.296,0.3719,0.2888,0.3351,0.0,0.0,0.0,0.4381,0.92,0.5935,0.45,0.1957,0.2727,0.2381,0.3968,0.3651,0.0079,0.8333,0.1587,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,RandomForestClassifier,-0.0201,-0.0361,0.0943,-0.3823,-0.0598,9,0.0714,0.1587,0.1587,0.8413
1,0.002,0.3571,0.3595,0.3277,0.3595,0.3119,0.3176,0.25,0.4333,0.3171,0.4603,0.58,0.5133,0.2727,0.0652,0.1053,0.2381,0.3968,0.3651,0.4127,0.5,0.0873,626,126,2015-03-30,2017-09-20,2017-09-21,2018-03-22,GradientBoostingClassifier,-0.088,-0.1799,0.0913,-1.9711,-0.0986,18,0.1429,0.0873,0.0873,0.9127
2,0.002,0.4365,0.3333,0.1455,0.3333,0.2026,0.2653,0.0,0.0,0.0,0.0,0.0,0.0,0.4365,1.0,0.6077,0.3016,0.2619,0.4365,0.0,0.0,1.0,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,DummyMostFrequent,0.1412,0.2704,0.1109,2.4382,-0.03,1,0.0079,1.0,1.0,0.0
2,0.002,0.3571,0.3456,0.3421,0.3456,0.3425,0.3573,0.2647,0.2368,0.25,0.3,0.3636,0.3288,0.4615,0.4364,0.4486,0.3016,0.2619,0.4365,0.2698,0.3175,0.4127,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,DummyStratified,0.0294,0.0603,0.068,0.8865,-0.0298,60,0.4762,0.4127,0.4127,0.5873
2,0.002,0.3016,0.3596,0.2602,0.3596,0.2048,0.1922,0.0,0.0,0.0,0.2807,0.9697,0.4354,0.5,0.1091,0.1791,0.3016,0.2619,0.4365,0.0,0.9048,0.0952,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,LogisticRegression,0.0106,0.0222,0.0493,0.4508,-0.0223,2,0.0159,0.0952,0.0952,0.9048
2,0.002,0.3889,0.3913,0.3792,0.3913,0.3313,0.3455,0.3333,0.0526,0.0909,0.3235,0.6667,0.4356,0.4808,0.4545,0.4673,0.3016,0.2619,0.4365,0.0476,0.5397,0.4127,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,RandomForestClassifier,0.0742,0.1477,0.0953,1.5497,-0.0301,28,0.2222,0.4127,0.4127,0.5873
2,0.002,0.3413,0.3348,0.3249,0.3348,0.3173,0.3346,0.2174,0.1316,0.1639,0.2679,0.4545,0.3371,0.4894,0.4182,0.451,0.3016,0.2619,0.4365,0.1825,0.4444,0.373,752,126,2015-03-30,2018-03-22,2018-03-23,2018-09-20,GradientBoostingClassifier,0.0726,0.1444,0.0918,1.5729,-0.0288,30,0.2381,0.373,0.373,0.627
3,0.002,0.4048,0.3333,0.1349,0.3333,0.1921,0.2333,0.0,0.0,0.0,0.0,0.0,0.0,0.4048,1.0,0.5763,0.3333,0.2619,0.4048,0.0,0.0,1.0,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,DummyMostFrequent,-0.0278,-0.0378,0.193,-0.1959,-0.192,1,0.0079,1.0,1.0,0.0
3,0.002,0.3651,0.3653,0.3542,0.3653,0.3584,0.3581,0.2353,0.1905,0.2105,0.4167,0.4545,0.4348,0.4107,0.451,0.4299,0.3333,0.2619,0.4048,0.2698,0.2857,0.4444,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,DummyStratified,-0.1105,-0.2248,0.1355,-1.6585,-0.1488,60,0.4762,0.4444,0.4444,0.5556
3,0.002,0.3016,0.3394,0.2921,0.3394,0.2866,0.2687,0.2727,0.2143,0.24,0.3235,0.6667,0.4356,0.28,0.1373,0.1842,0.3333,0.2619,0.4048,0.2619,0.5397,0.1984,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,LogisticRegression,-0.1343,-0.2838,0.0956,-2.9691,-0.1343,8,0.0635,0.1984,0.1984,0.8016
3,0.002,0.3571,0.3422,0.3543,0.3422,0.3436,0.352,0.35,0.3333,0.3415,0.3478,0.2424,0.2857,0.3651,0.451,0.4035,0.3333,0.2619,0.4048,0.3175,0.1825,0.5,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,RandomForestClassifier,-0.0609,-0.1139,0.1539,-0.7399,-0.1595,38,0.3016,0.5,0.5,0.5
3,0.002,0.3254,0.3063,0.3145,0.3063,0.301,0.3104,0.2188,0.1667,0.1892,0.3636,0.2424,0.2909,0.3611,0.5098,0.4228,0.3333,0.2619,0.4048,0.254,0.1746,0.5714,878,126,2015-03-30,2018-09-20,2018-09-21,2019-03-25,GradientBoostingClassifier,-0.1388,-0.2855,0.1625,-1.7576,-0.2095,30,0.2381,0.5714,0.5714,0.4286
